datetime,arduino_millis,voltage
2026-06-23T13:23:16.244865,577377,37
2026-06-23T13:23:16.254492,577378,37
2026-06-23T13:23:16.254586,577379,37
2026-06-23T13:23:16.254646,577380,38
2026-06-23T13:23:16.254706,577381,38
2026-06-23T13:23:16.254766,577382,38
2026-06-23T13:23:16.254826,577383,38
2026-06-23T13:23:16.254884,577384,38
2026-06-23T13:23:16.254943,577385,38
2026-06-23T13:23:16.255002,577386,38
2026-06-23T13:23:16.255060,577387,38
2026-06-23T13:23:16.255119,577388,38
2026-06-23T13:23:16.264909,577389,39
2026-06-23T13:23:16.264997,577390,39
2026-06-23T13:23:16.265069,577391,38
2026-06-23T13:23:16.265141,577392,38
2026-06-23T13:23:16.265211,577393,38
2026-06-23T13:23:16.265283,577394,38
2026-06-23T13:23:16.265354,577395,38
2026-06-23T13:23:16.265424,577395,38
2026-06-23T13:23:16.265496,577396,38
2026-06-23T13:23:16.265567,577397,39
2026-06-23T13:23:16.265638,577398,39
2026-06-23T13:23:16.275305,577399,39
2026-06-23T13:23:16.275381,577400,39
2026-06-23T13:23:16.275441,577401,39
2026-06-23T13:23:16.275500,577402,38
2026-06-23T13:23:16.275558,577403,38
2026-06-23T13:23:16.275617,577404,38
2026-06-23T13:23:16.275677,577405,38
2026-06-23T13:23:16.275749,577406,38
2026-06-23T13:23:16.275819,577407,38
2026-06-23T13:23:16.275894,577408,39
2026-06-23T13:23:16.275964,577409,39
2026-06-23T13:23:16.285802,577410,39
2026-06-23T13:23:16.285884,577411,39
2026-06-23T13:23:16.285956,577412,39
2026-06-23T13:23:16.286016,577413,39
2026-06-23T13:23:16.286075,577414,40
2026-06-23T13:23:16.286134,577415,39
2026-06-23T13:23:16.286192,577416,40
2026-06-23T13:23:16.286250,577416,40
2026-06-23T13:23:16.286308,577417,40
2026-06-23T13:23:16.286366,577418,40
2026-06-23T13:23:16.286424,577419,40
2026-06-23T13:23:16.296243,577420,35
2026-06-23T13:23:16.296323,577421,41
2026-06-23T13:23:16.296396,577422,41
2026-06-23T13:23:16.296468,577423,41
2026-06-23T13:23:16.296539,577424,41
2026-06-23T13:23:16.296611,577425,41
2026-06-23T13:23:16.296681,577426,41
2026-06-23T13:23:16.296752,577427,41
2026-06-23T13:23:16.296823,577428,41
2026-06-23T13:23:16.296894,577429,41
2026-06-23T13:23:16.296964,577430,41
2026-06-23T13:23:16.306726,577431,41
2026-06-23T13:23:16.306836,577432,41
2026-06-23T13:23:16.306902,577433,40
2026-06-23T13:23:16.306964,577434,41
2026-06-23T13:23:16.307026,577435,41
2026-06-23T13:23:16.307087,577436,42
2026-06-23T13:23:16.307180,577437,42
