datetime,arduino_millis,voltage
2026-06-23T13:18:26.711686,288395,91
2026-06-23T13:18:26.711716,288395,91
2026-06-23T13:18:26.711743,288396,90
2026-06-23T13:18:26.711770,288397,91
2026-06-23T13:18:26.711797,288398,94
2026-06-23T13:18:26.711824,288399,96
2026-06-23T13:18:26.711850,288400,97
2026-06-23T13:18:26.711875,288401,99
2026-06-23T13:18:26.711902,288402,101
2026-06-23T13:18:26.711930,288403,102
2026-06-23T13:18:26.721959,288404,100
2026-06-23T13:18:26.722022,288405,100
2026-06-23T13:18:26.722052,288406,101
2026-06-23T13:18:26.722081,288407,100
2026-06-23T13:18:26.722106,288408,99
2026-06-23T13:18:26.722133,288409,98
2026-06-23T13:18:26.722158,288410,96
2026-06-23T13:18:26.722184,288411,94
2026-06-23T13:18:26.722209,288412,93
2026-06-23T13:18:26.722234,288413,92
2026-06-23T13:18:26.732354,288414,93
2026-06-23T13:18:26.732387,288415,96
2026-06-23T13:18:26.732416,288416,100
2026-06-23T13:18:26.732444,288417,105
2026-06-23T13:18:26.732471,288418,108
2026-06-23T13:18:26.732499,288419,107
2026-06-23T13:18:26.732526,288420,108
2026-06-23T13:18:26.732553,288421,112
2026-06-23T13:18:26.732580,288422,116
2026-06-23T13:18:26.732607,288423,121
2026-06-23T13:18:26.742813,288424,125
2026-06-23T13:18:26.742859,288425,125
2026-06-23T13:18:26.742886,288426,124
2026-06-23T13:18:26.742914,288428,126
2026-06-23T13:18:26.742941,288429,129
2026-06-23T13:18:26.742968,288430,129
2026-06-23T13:18:26.742995,288431,132
2026-06-23T13:18:26.743022,288432,131
2026-06-23T13:18:26.743048,288433,130
2026-06-23T13:18:26.743075,288434,128
2026-06-23T13:18:26.753315,288435,127
2026-06-23T13:18:26.753357,288436,125
2026-06-23T13:18:26.753387,288437,122
2026-06-23T13:18:26.753413,288438,120
2026-06-23T13:18:26.753440,288439,118
2026-06-23T13:18:26.753467,288440,116
2026-06-23T13:18:26.753494,288441,114
2026-06-23T13:18:26.753521,288442,112
2026-06-23T13:18:26.753548,288443,110
2026-06-23T13:18:26.753574,288444,109
2026-06-23T13:18:26.763681,288445,107
2026-06-23T13:18:26.763714,288446,105
2026-06-23T13:18:26.763741,288447,104
2026-06-23T13:18:26.763769,288448,103
2026-06-23T13:18:26.763795,288449,101
2026-06-23T13:18:26.763823,288450,100
2026-06-23T13:18:26.763847,288452,99
2026-06-23T13:18:26.763873,288452,99
2026-06-23T13:18:26.763898,288453,97
2026-06-23T13:18:26.763924,288454,96
2026-06-23T13:18:26.763948,288455,95
2026-06-23T13:18:26.774158,288456,95
2026-06-23T13:18:26.774193,288457,94
2026-06-23T13:18:26.774219,288458,93
2026-06-23T13:18:26.774244,288459,92
2026-06-23T13:18:26.774269,288460,90
2026-06-23T13:18:26.774295,288461,90
2026-06-23T13:18:26.774320,288462,88
2026-06-23T13:18:26.774345,288463,87
2026-06-23T13:18:26.774370,288464,86
2026-06-23T13:18:26.774395,288465,86
2026-06-23T13:18:26.774420,288466,86
2026-06-23T13:18:26.784593,288467,86
2026-06-23T13:18:26.784647,288468,86
2026-06-23T13:18:26.784673,288469,85
2026-06-23T13:18:26.784699,288470,84
2026-06-23T13:18:26.784724,288471,82
2026-06-23T13:18:26.784750,288472,82
2026-06-23T13:18:26.784774,288473,81
2026-06-23T13:18:26.784800,288473,80
2026-06-23T13:18:26.784839,288474,79
2026-06-23T13:18:26.784864,288475,78
2026-06-23T13:18:26.795024,288476,79
2026-06-23T13:18:26.795058,288477,80
2026-06-23T13:18:26.795084,288478,80
2026-06-23T13:18:26.795110,288479,80
2026-06-23T13:18:26.795135,288480,80
2026-06-23T13:18:26.795161,288481,79
2026-06-23T13:18:26.795186,288482,78
2026-06-23T13:18:26.795212,288483,78
2026-06-23T13:18:26.795236,288484,78
2026-06-23T13:18:26.795264,288485,77
2026-06-23T13:18:26.795289,288486,76
2026-06-23T13:18:26.805518,288487,76
2026-06-23T13:18:26.805554,288488,76
2026-06-23T13:18:26.805580,288489,75
2026-06-23T13:18:26.805605,288490,75
2026-06-23T13:18:26.805630,288491,76
2026-06-23T13:18:26.805655,288492,78
2026-06-23T13:18:26.805680,288493,78
2026-06-23T13:18:26.805705,288494,78
2026-06-23T13:18:26.805730,288494,78
2026-06-23T13:18:26.805755,288495,77
2026-06-23T13:18:26.805780,288496,77
2026-06-23T13:18:26.815884,288497,77
2026-06-23T13:18:26.815916,288498,79
2026-06-23T13:18:26.815941,288499,79
2026-06-23T13:18:26.815967,288500,78
2026-06-23T13:18:26.815992,288501,80
2026-06-23T13:18:26.816018,288502,82
2026-06-23T13:18:26.816042,288503,85
2026-06-23T13:18:26.816068,288504,85
2026-06-23T13:18:26.816094,288505,84
2026-06-23T13:18:26.816120,288506,85
2026-06-23T13:18:26.816145,288507,85
2026-06-23T13:18:26.826313,288508,90
2026-06-23T13:18:26.826350,288509,93
2026-06-23T13:18:26.826376,288510,95
2026-06-23T13:18:26.826401,288511,98
2026-06-23T13:18:26.826428,288512,101
2026-06-23T13:18:26.826456,288513,103
2026-06-23T13:18:26.826483,288514,103
2026-06-23T13:18:26.826510,288515,103
2026-06-23T13:18:26.826536,288516,102
2026-06-23T13:18:26.826563,288517,101
2026-06-23T13:18:26.826588,288518,99
2026-06-23T13:18:26.836808,288519,97
2026-06-23T13:18:26.836850,288520,96
2026-06-23T13:18:26.836877,288521,95
2026-06-23T13:18:26.836904,288522,93
2026-06-23T13:18:26.836929,288523,93
2026-06-23T13:18:26.836955,288524,93
2026-06-23T13:18:26.836980,288525,93
2026-06-23T13:18:26.837006,288526,92
2026-06-23T13:18:26.837034,288527,91
2026-06-23T13:18:26.837059,288527,90
2026-06-23T13:18:26.847217,288528,89
2026-06-23T13:18:26.847250,288529,87
2026-06-23T13:18:26.847276,288530,86
2026-06-23T13:18:26.847302,288531,85
2026-06-23T13:18:26.847326,288532,85
2026-06-23T13:18:26.847352,288533,84
2026-06-23T13:18:26.847376,288534,83
2026-06-23T13:18:26.847402,288535,82
2026-06-23T13:18:26.847427,288536,81
2026-06-23T13:18:26.847452,288537,80
2026-06-23T13:18:26.847478,288538,79
2026-06-23T13:18:26.857668,288539,79
2026-06-23T13:18:26.857713,288540,78
2026-06-23T13:18:26.857740,288541,78
2026-06-23T13:18:26.857766,288542,78
2026-06-23T13:18:26.857791,288543,78
2026-06-23T13:18:26.857818,288544,77
2026-06-23T13:18:26.857844,288545,76
2026-06-23T13:18:26.857869,288546,76
2026-06-23T13:18:26.857895,288547,78
2026-06-23T13:18:26.857919,288548,79
2026-06-23T13:18:26.857945,288549,79
2026-06-23T13:18:26.868093,288549,78
2026-06-23T13:18:26.868215,288550,78
2026-06-23T13:18:26.868294,288551,78
2026-06-23T13:18:26.868370,288552,76
2026-06-23T13:18:26.868444,288553,76
2026-06-23T13:18:26.868517,288554,76
2026-06-23T13:18:26.868591,288555,78
2026-06-23T13:18:26.868664,288556,80
2026-06-23T13:18:26.868737,288557,81
2026-06-23T13:18:26.868838,288558,79
2026-06-23T13:18:26.868928,288559,80
2026-06-23T13:18:26.878630,288560,82
2026-06-23T13:18:26.878749,288561,86
2026-06-23T13:18:26.878827,288562,89
2026-06-23T13:18:26.878903,288563,94
2026-06-23T13:18:26.878984,288564,100
2026-06-23T13:18:26.879063,288565,102
2026-06-23T13:18:26.879141,288566,106
2026-06-23T13:18:26.879220,288567,113
2026-06-23T13:18:26.879299,288568,118
2026-06-23T13:18:26.879377,288569,119
2026-06-23T13:18:26.888975,288570,119
